872.977356, 3.189876, 1477.092651, -1945.965698, 1.682217, 2.147399, 124.401337, 0.454565, 209.526382, -278.142670, 0.168530, 0.368320,
870.337402, 3.180295, 1445.560913, -1982.285767, 1.644482, 2.183092, 126.156540, 0.460988, 208.569626, -288.174103, 0.166975, 0.378798,
867.233643, 3.169032, 1414.346680, -2019.287231, 1.606997, 2.219020, 127.830208, 0.467115, 207.504547, -298.483551, 0.165259, 0.389496,
863.659058, 3.156061, 1383.429810, -2057.012695, 1.569752, 2.255202, 129.417892, 0.472931, 206.330429, -309.082489, 0.163383, 0.400418,
859.605530, 3.141354, 1352.790039, -2095.507812, 1.532738, 2.291661, 130.914902, 0.478417, 205.046432, -319.983032, 0.161347, 0.411568,
855.063843, 3.124876, 1322.407593, -2134.820557, 1.495943, 2.328417, 132.316284, 0.483557, 203.651535, -331.198303, 0.159152, 0.422952,
850.023254, 3.106588, 1292.262329, -2175.002441, 1.459359, 2.365494, 133.616791, 0.488331, 202.144531, -342.742371, 0.156797, 0.434576,
844.471741, 3.086448, 1262.334717, -2216.108643, 1.422974, 2.402918, 134.810837, 0.492718, 200.524017, -354.630280, 0.154283, 0.446446,
838.395935, 3.064406, 1232.604736, -2258.197266, 1.386779, 2.440715, 135.892487, 0.496698, 198.788406, -366.878357, 0.151610, 0.458568,
831.780579, 3.040407, 1203.052246, -2301.331543, 1.350763, 2.478912, 136.855408, 0.500248, 196.935883, -379.504028, 0.148779, 0.470949,
824.609009, 3.014391, 1173.657104, -2345.578369, 1.314916, 2.517541, 137.692856, 0.503342, 194.964371, -392.526215, 0.145787, 0.483598,
816.862549, 2.986289, 1144.398560, -2391.010498, 1.279228, 2.556633, 138.397583, 0.505954, 192.871582, -405.965302, 0.142637, 0.496521,
808.520447, 2.956027, 1115.255615, -2437.705566, 1.243686, 2.596222, 138.961823, 0.508058, 190.654922, -419.843292, 0.139326, 0.509729,
799.559998, 2.923521, 1086.206787, -2485.747559, 1.208281, 2.636344, 139.377258, 0.509621, 188.311493, -434.184052, 0.135855, 0.523231,
789.955811, 2.888681, 1057.229614, -2535.227295, 1.173001, 2.677041, 139.634857, 0.510611, 185.838089, -449.013458, 0.132223, 0.537037,
779.680237, 2.851403, 1028.301147, -2586.242432, 1.137834, 2.718352, 139.724945, 0.510994, 183.231140, -464.359589, 0.128428, 0.551160,
768.702393, 2.811578, 999.397400, -2638.899902, 1.102767, 2.760324, 139.637009, 0.510731, 180.486664, -480.253021, 0.124471, 0.565610,
756.988525, 2.769082, 970.493347, -2693.314941, 1.067788, 2.803005, 139.359695, 0.509781, 177.600266, -496.726929, 0.120348, 0.580403,
744.501343, 2.723780, 941.562561, -2749.613037, 1.032883, 2.846449, 138.880646, 0.508099, 174.567047, -513.817688, 0.116060, 0.595552,
731.199646, 2.675521, 912.577148, -2807.931641, 0.998038, 2.890711, 138.186432, 0.505636, 171.381577, -531.564880, 0.111604, 0.611074,
717.038086, 2.624140, 883.507568, -2868.419678, 0.963239, 2.935853, 137.262405, 0.502338, 168.037827, -550.011902, 0.106978, 0.626985,
701.966736, 2.569456, 854.322205, -2931.241211, 0.928469, 2.981941, 136.092560, 0.498149, 164.529083, -569.206299, 0.102180, 0.643306,
685.930359, 2.511267, 824.987122, -2996.575195, 0.893711, 3.029049, 134.659454, 0.493003, 160.847855, -589.200317, 0.097206, 0.660056,
668.868042, 2.449352, 795.465881, -3064.617676, 0.858949, 3.077252, 132.943878, 0.486832, 156.985825, -610.051331, 0.092054, 0.677259,
650.712769, 2.383466, 765.718628, -3135.585205, 0.824162, 3.126637, 130.924850, 0.479559, 152.933670, -631.822571, 0.086720, 0.694939,
631.390320, 2.313338, 735.702332, -3209.714355, 0.789329, 3.177295, 128.579269, 0.471099, 148.680954, -654.583679, 0.081201, 0.713123,
610.819153, 2.238670, 705.369507, -3287.266602, 0.754429, 3.229325, 125.881790, 0.461360, 144.216003, -678.411621, 0.075490, 0.731841,
588.909302, 2.159134, 674.667908, -3368.529053, 0.719437, 3.282837, 122.804527, 0.450241, 139.525620, -703.391235, 0.069584, 0.751125,
